Gender,Height (inches),Weight (lbs)
Male,71,128
Male,69,120
Female,65,120
Male,73,140
Male,62,155
Male,64,115
Male,76,215
Male,70,210
Male,68,179
Female,67,150
Male,74,155
Female,64,160
Female,67,128
Male,72,160
Male,64,170
Female,66,115
Female,64,150
Male,67,135
Female,65,150
Female,68,140
Female,64,115
Male,73,240
Female,64,130
Male,67,135
Female,64,120
Male,69,155
Female,60,110
Male,65,125
Female,65,117
Male,66,130
Male,71,145
Male,71,224
Male,67,140
Male,65,173
Male,68,200
Female,63,115
Female,67,135
Male,67,180
Female,65,-2
Male,68,195
Male,75,160
Female,61,130
Male,69,240
Female,69,-1
Female,64,130
Male,67,160
Male,68,215
Female,62,105
Male,74,250
Female,64,110
Male,73,185
Male,75,155
Male,68,145
Male,71,145
Female,64,120
Male,67,220
Female,67,110
Male,65,223
Male,68,260
Male,69,145
Male,69,185
Female,66,127
Male,74,270
Male,70,150
Male,70,145
Female,68,120
Male,67,150
Female,64,130
Female,61,119
Male,66,100
Male,71,185
Male,67,121
Male,69,143
Female,66,118
Female,64,185
Female,67,130
Male,71,150
Female,67,130
Male,68,130
Female,65,125
Male,71,130
Female,66,135
Male,78,200
Female,62,104
Female,68,110
Male,67,145
Male,74,180
Male,65,110
Male,72,185
Male,65,165
Female,63,115
Female,67,130
Female,62,155
Male,73,185
Female,68,120
Female,69,125
Male,69,170
Female,69,135
Female,67,140
Female,60,135
Female,64,105
Female,63,107
Female,68,132
Male,71,172
Female,64,124
Male,68,125
Female,67,105
Female,68,114
Male,70,190
Male,68,150
Male,67,150
Male,67,130
Female,61,115
Male,68,130
Male,68,148
Female,67,123
Female,71,160
Male,70,170
Female,61,105
Male,65,120
Female,65,110
Female,60,95
Male,67,112
Male,71,170
Male,71,145
Female,65,110
Male,68,145
Female,65,215
Male,77,200
Male,72,150
Female,69,120
Female,67,150
Female,60,140
Male,67,145
Female,62,105
Female,64,120
Female,69,135
Male,73,195
Male,70,250
Female,65,130
Male,71,145
Female,69,150
Female,61,165
Male,72,163
Female,67,140
Female,63,155
Female,60,115
Male,70,185
Male,72,165
Male,70,175
Male,69,165
Female,66,128
Female,64,130
Female,65,127
Female,61,120
Male,73,310
Male,73,250
Male,69,150
Female,71,180
Female,63,120
Male,76,180
Female,71,160
Male,67,180
Male,73,150
Female,63,145
Female,62,123
Female,59,97
Male,71,150
Male,69,155
Male,68,140
Male,71,130
Male,71,180
Male,72,170
Male,70,150
Male,68,145
Male,66,110
Male,72,150
Male,69,152
Female,62,127
Female,63,125
Female,69,124
Female,65,130
Female,62,150
Male,71,155
Male,74,190
Female,64,-2
Female,67,135
Female,66,125
Female,62,165
Male,69,237
Male,68,165
Female,65,125
Male,69,165
Female,62,130
Male,67,130
Male,68,135
Female,62,117
Male,67,154
Male,72,140
Female,60,135
Female,62,172
Female,65,125
Female,64,130
Female,60,180
Female,65,140
Female,68,145
Female,62,120
Male,67,140
Male,74,290
Male,69,151
Male,77,190
Female,66,135
Female,64,140
Female,63,155
Female,64,140
Female,66,160
Female,62,112
Female,59,120
Male,70,160
Male,69,180
Male,71,210
Female,64,140
Female,61,105
Female,62,119
Female,65,145
Female,62,130
Female,67,150
Male,66,200
Male,69,135
Male,69,280
Female,64,115
Female,69,220
Female,66,280
Female,69,140
Male,72,230
Male,67,165
Female,64,140
Male,65,130
Male,69,132
Female,68,125
Female,62,158
Female,66,115
Female,64,125
Female,66,127
Female,68,170
Female,66,175
Female,66,225
Male,74,160
Female,71,140
Female,67,198
Male,72,157
Female,68,120
Female,70,130
Female,65,125
Male,70,125
Female,66,112
Female,64,225
Male,69,135
Male,66,210
Male,68,145
Male,77,170
Female,69,140
Female,66,140
Male,71,170
Female,64,140
Female,60,107
Male,69,167
Male,72,130
Male,72,210
Male,66,186
Female,56,150
Female,63,100
Male,72,250
Male,70,138
Male,75,186
Male,72,200
Female,67,125
Female,63,118
Female,64,115
Male,72,145
Female,65,125
Male,72,145
Male,69,156
Male,69,165
Male,67,155
Female,65,165
Female,63,117
Female,66,135
Female,62,110
Female,64,236
Male,72,235
Female,67,180
Male,67,115
Female,63,130
Female,59,97
Female,62,135
Male,62,110
Male,67,220
Male,70,169
Female,65,160
Female,64,170
Female,69,165
Female,63,135
Male,72,175
Male,69,172
Female,65,120
Male,74,220
Female,65,125
Male,71,150
Female,65,-2
Female,72,140
Female,62,200
Male,63,115
Male,65,168
Male,65,130
Female,68,165
Female,66,125
Male,74,225
Female,65,140
Male,69,160
Female,62,123
Female,72,128
Male,70,195
Male,70,150
Female,66,125
Female,69,150
Male,74,240
Male,70,140
Female,60,130
Female,61,110
Male,66,140
Male,68,150
Male,70,140
Male,69,145
Female,63,128
Female,62,126
Male,72,130
Female,62,121
Male,73,185
Male,72,165
Female,60,142
Female,62,105
Male,68,125
Male,72,230
Male,71,147
Male,73,145
Female,65,100
Male,62,110
Male,71,145
Female,65,120
Female,65,130
Male,66,140
Male,64,148
Female,69,150
Female,62,100
Female,65,-2
Male,69,180
Male,67,180
Female,62,115
Male,68,167
Male,70,135
Male,71,240
Female,62,170
Male,71,190
Female,68,135
Male,65,113
Female,59,106
Female,64,113
Female,64,125
Female,64,113
Female,66,105
Female,65,115
Female,61,150
Male,74,195
Female,63,193
Male,70,180
Male,70,130
Female,67,145
Male,71,182
Female,64,125
Female,62,180
Male,71,153
Male,74,185
Female,60,-2
Male,65,158
Female,62,140
Male,65,155
Female,64,160
Female,61,106
Female,63,130
Female,65,145
Female,65,117
Female,67,160
Female,66,120
Female,65,120
Male,76,165
Male,75,210
Female,64,240
Male,69,220
Male,73,240
Male,71,165
Male,67,150
Male,72,150
Female,64,132
Male,69,190
Female,64,-2
Male,63,145
Male,69,145
Female,64,130
Female,62,106
Male,69,150
Female,70,260
Male,69,210
Female,66,140
Female,64,123
Female,61,130
Male,71,195
Male,69,157
Male,71,155
Male,69,130
Male,64,140
Male,71,175
Male,71,200
Male,70,202
Female,65,150
Male,68,200
Female,66,170
Male,67,140
Male,67,170
Male,66,130
Male,73,165
Male,72,200
Female,64,135
Female,71,140
Male,70,145
Male,74,115
Male,71,135
Male,70,160
Female,66,240
Male,66,120
Female,66,110
Male,74,340
Male,72,150
Female,62,96
Female,69,145
Male,67,145
Male,68,118
Female,66,140
Male,70,165
Male,71,145
Male,67,196
Female,63,128
Male,69,160
Male,70,165
Female,65,106
Male,69,150
Male,73,185
Female,68,220
Female,63,105
Male,72,213
Female,62,125
Female,69,176
Female,63,150
Female,64,154
Female,65,110
Female,66,200
Male,72,137
Female,64,110
Female,66,130
Female,65,120
Female,69,180
Male,67,135
Male,68,140
Male,71,155
Female,64,91
Female,64,105
Male,68,150
Female,66,240
Male,68,135
Female,62,135
Male,69,120
Female,70,130
Male,71,152
Male,72,165
Female,61,169
Male,69,138
Male,74,190
Female,65,180
Male,64,125
Female,64,130
Female,64,110
Male,72,170
Female,63,120
Female,66,110
Female,68,145
Female,67,124
Male,72,155
Female,67,161
Female,62,122
Male,69,135
Female,69,127
Male,71,170
Female,63,109
Male,66,185
Female,63,128
Male,71,149
Female,70,145
Female,66,138
Female,67,150
Male,71,140
Female,66,125
Male,71,203
Male,71,180
Male,66,145
Female,62,150
Female,63,110
Female,70,200
Female,64,165
Male,73,210
Female,66,115
Female,63,105
Male,70,187
Female,64,130
Female,66,130
Male,68,115
Female,67,140
Male,74,160
Male,72,150
Male,69,210
Male,71,185
Female,66,135
Male,69,130
Female,66,130
Male,66,168
Male,72,210
Male,72,200
Female,61,103
Female,67,124
Male,66,125
Male,73,145
Female,66,115
Male,71,204
Male,75,205
Female,62,98
Female,65,110
Male,69,250
Female,63,130
Male,72,170
Male,71,140
Female,65,150
Male,75,240
Female,67,135
Male,72,160
Male,70,135
Female,66,115
Male,66,190
Male,71,164
Male,58,205
Male,67,205
Male,71,162
Male,71,160
Female,67,-2
Female,70,175
Male,75,160
Male,71,23
Female,64,130
Female,66,120
Female,66,130
Male,68,175
Female,63,128
Male,70,180
Male,68,165
Female,63,125
Female,65,170
Female,64,130
Male,68,200
Female,61,107
Male,69,180
Female,66,140
Female,63,110
Male,68,135
Female,64,100
Female,64,107
Female,63,140
Female,61,110
Female,65,210
Male,68,150
Female,64,150
Male,63,150
Male,74,160
Female,64,147
Male,74,150
Male,73,195
Male,72,225
Male,69,140
Male,70,165
Male,73,182
Female,67,150
Male,69,160
Female,65,110
Female,61,200
Male,75,215
Female,63,125
Male,67,200
Male,72,205
Male,72,203
Female,64,110
Female,67,225
Male,72,180
Female,61,100
Female,66,125
Female,66,130
Male,71,175
Male,70,175
Male,72,180
Male,74,180
Male,68,165
Female,70,130
Female,67,140
Male,70,160
Female,66,110
Female,63,124
Male,72,150
Female,65,101
Male,68,205
Male,71,130
Female,66,120
Male,74,150
Male,72,200
Female,67,135
Male,68,150
Female,64,135
Male,68,215
Female,68,128
Male,76,197
Male,69,140
Male,71,160
Female,65,128
Male,68,135
Female,68,200
Male,68,170
Male,76,175
Female,67,130
Male,69,150
Male,74,175
Male,71,160
Female,70,130
Male,67,120
Female,66,120
Male,73,185
Female,66,135
Male,74,155
Female,66,120
Female,62,105
Female,64,210
Male,70,155
Female,61,110
Male,71,260
Male,71,165
Female,63,113
Male,73,230
Male,67,120
Female,67,145
Female,67,140
Female,68,136
Male,70,155
Female,66,120
Female,68,147
Male,72,160
Female,67,135
Female,67,110
Female,70,180
Female,71,155
Female,69,170
Male,72,210
Female,60,117
Male,68,165
Male,72,160
Female,62,130
Female,67,130
Female,68,115
Female,68,180
Female,65,101
Female,64,123
Female,62,100
Male,73,157
Female,62,150
Male,70,210
Female,66,118
Male,71,160
Male,68,180
Female,62,121
Female,63,130
Female,60,136
Male,67,110
Female,69,130
Male,70,145
Female,65,123
Male,78,220
Male,73,187
Male,70,150
Female,65,130
Male,64,130
Female,64,128
Female,62,132
Male,70,200
Female,68,175
Male,70,260
Female,64,145
Female,57,105
Male,72,200
Male,73,195
Female,63,120
Female,65,135
Male,67,130
Female,63,125
Male,70,160
Female,68,235
Female,62,104
Female,63,120
Male,72,155
Male,71,140
Male,69,155
Female,61,105
Male,69,207
Male,70,165
Male,68,125
Female,61,125
Male,71,165
Female,64,121
Male,69,130
Female,67,120
Female,64,125
Male,68,160
Male,78,215
Male,76,185
Female,71,160
Male,74,255
Female,65,150
Female,62,110
Female,64,165
Male,64,140
Female,70,150
Male,72,160
Female,65,130
Female,63,135
Male,69,135
Female,66,140
Female,68,120
Male,74,235
Female,67,148
Male,76,150
Male,74,185
Male,67,135
Female,64,110
Female,64,140
Male,68,165
Male,74,176
Male,70,160
Female,63,105
Male,69,130
Male,68,195
Male,66,135
Female,68,135
Female,62,118
Male,68,145
Female,63,150
Female,65,130
Female,65,120
Female,65,125
Female,68,129
Female,60,120
Female,67,120
Female,68,135
Male,73,175
Female,65,120
Female,63,156
Female,64,95
Male,72,182
Female,68,120
Male,69,148
Male,66,180
Female,66,114
Female,67,150
Male,70,160
Male,70,205
Male,72,172
Female,60,106
Male,71,165
Female,67,115
Female,67,148
Female,62,150
Female,66,125
Male,70,135
Male,74,145
Female,64,119
Male,67,152
Female,64,90
Male,75,172
Female,55,102
Male,72,217
Male,68,200
Male,74,150
Female,70,150
Female,67,145
Male,70,150
Male,70,135
Female,60,117
Male,66,120
Female,66,240
Male,64,150
Female,62,130
Female,67,165
Male,71,150
Female,70,120
Male,74,147
Male,67,140
Male,66,160
Male,65,125
Male,72,170
Male,70,140
Male,71,147
Male,71,162
Male,74,205
Male,70,165
Female,70,135
Female,62,98
Male,67,135
Female,63,140
Male,68,153
Male,69,185
Male,60,120
Female,64,110
Female,67,112
Male,68,167
Female,64,120
Male,67,135
Male,70,145
Female,67,210
Male,69,135
Male,69,135
Male,65,130
Male,70,218
Male,70,130
Female,64,-2
Male,70,172
Male,68,125
Female,65,120
Female,65,158
Male,69,185
Male,64,143
Male,70,150
Female,69,150
Female,64,126
Female,66,105
Female,62,115
Female,66,145
Male,70,160
Female,62,110
Male,72,150
Female,67,150
Male,72,170
Male,70,170
Female,65,130
Female,66,135
Female,65,92
Male,70,155
Female,64,125
Female,59,95
Female,75,240
Female,68,186
Female,68,130
Male,70,165
Male,73,185
Male,69,155
Male,64,126
Female,66,130
Female,64,170
Female,63,105
Female,71,117
Female,64,105
Male,69,170
Female,65,135
Male,70,145
Female,65,135
Female,63,140
Male,70,155
Female,63,93
Female,67,115
Male,68,160
Female,61,100
Female,65,199
Male,70,175
Male,67,160
Male,67,125
Male,73,222
Female,64,120
Male,67,125
Female,62,104
Male,68,130
Male,68,150
Male,71,145
Male,70,160
Male,65,130
Male,71,150
Male,69,140
Male,71,160
Male,63,101
Male,67,145
Female,60,120
Male,69,150
Female,64,106
Male,73,220
Female,65,155
Male,71,155
Male,69,160
Female,69,190
Female,67,190
Male,77,185
Female,64,97
Male,71,140
Female,70,160
Female,61,125
Male,66,160
Male,67,150
Female,68,122
Male,66,157
Male,64,140
Female,62,125
Male,72,170
Female,66,230
Female,62,126
Female,66,130
Female,63,115
Female,65,160
Male,69,250
Female,61,-1
Female,65,112
Male,71,145
Female,68,120
Female,67,106
Female,67,130
Female,68,145
Female,63,102
Male,71,130
Female,63,125
Male,71,200
Male,68,130
Male,71,255
Male,67,150
Female,63,145
Female,68,110
Male,73,220
Male,73,165
Female,61,150
Male,70,148
Female,66,135
Female,66,140
Male,71,195
Female,63,135
Male,64,99
Male,72,155
Female,64,180
Male,73,165
Female,65,142
Female,63,115
Female,62,105
Female,65,155
Female,69,125
Female,67,125
Male,75,200
Male,65,125
Male,66,132
Male,74,180
Female,66,130
Female,66,138
Male,69,138
Male,69,204
Male,72,140
Male,74,200
Male,72,120
Male,75,285
Male,63,120
Male,73,260
Male,72,212
Male,68,128
Male,67,165
Female,63,250
Female,68,160
Male,73,180
Female,65,124
Female,63,135
Male,72,145
Male,75,200
Female,71,155
Female,61,131
Male,70,140
Male,69,200
Male,70,140
Male,70,150
Female,64,150
Male,75,160
Male,68,115
Female,67,120
Female,67,145
Male,71,140
Male,68,130
Male,80,215
Female,66,135
Male,66,160
Male,66,135
Female,70,150
Male,74,160
Male,74,160
Male,69,167
Male,69,180
Male,78,190
Male,72,145
Female,63,112
Female,60,126
Male,71,155
Female,65,117
Female,64,150
Female,66,170
Female,64,125
Male,72,260
Female,63,115
Male,76,150
Male,72,303
Female,60,110
Female,67,175
Female,61,143
Female,69,145
Male,69,140
Female,62,125
Female,65,155
Male,71,135
Female,66,130
Male,71,240
Female,65,105
Male,74,190
Male,66,130
Female,63,145
Female,61,135
Female,66,150
Male,72,220
Female,67,132
Male,71,180
Female,63,185
Male,69,145
Male,71,220
Male,71,217
Female,62,165
Male,74,265
Male,76,315
Female,63,120
Male,66,132
Male,71,152
Male,74,145
Female,63,151
Male,73,235
Female,61,173
Male,67,155
Male,69,180
Female,61,105
Male,71,135
Female,66,126
Male,72,195
Female,68,137
Male,69,148
Male,72,174
Female,67,160
Male,67,140
Female,63,-1
Female,65,138
Male,69,180
Female,62,200
Female,63,120
Female,65,-2
Female,64,115
Female,66,195
Female,66,132
Female,61,115
Male,68,148
Male,70,215
Female,62,157
Male,68,205
Male,85,320
Male,63,150
Female,66,175
Female,60,100
Female,62,195
Male,73,295
Female,63,117
Female,64,128
Male,73,217
Male,70,165
Female,64,125
Female,65,140
Male,73,215
Female,64,135
Female,64,115
Female,68,118
Female,62,126
Female,67,155
Female,67,210
Male,66,130
Male,70,180
Male,65,110
Female,62,132
Male,71,130
Female,67,125
Female,66,156
Male,76,230
Male,70,165
Female,66,203
Male,67,155
Female,69,135
Female,66,165
Female,69,155
Female,70,131
Male,68,165
Female,63,110
Male,71,240
Male,68,145
Male,69,189
Female,69,160
Male,67,150
Female,69,140
Male,71,185
Male,70,185
Female,64,116
Male,73,150
Female,68,127
Male,72,120
Female,66,155
Female,66,160
Female,62,183
Female,60,102
Female,65,132
Male,75,166
Female,63,150
Male,70,125
Female,58,76
Female,68,140
Male,70,200
Male,71,160
Female,62,130
Female,62,123
Male,70,146
Female,67,170
Male,71,186
Male,73,197
Female,63,-2
Male,72,161
Female,68,130
Male,68,130
Male,69,140
Female,67,125
Female,69,130
Female,64,146
Female,68,135
Male,66,145
Female,63,152
Female,61,98
Female,64,117
Male,73,175
Female,67,130
Male,73,290
Male,75,280
Female,66,115
Female,64,220
Female,68,120
Female,66,120
Male,69,220
Female,64,150
Male,67,118
Male,70,160
Female,65,120
Male,73,160
Female,67,110
Female,61,105
Male,74,210
Male,74,220
Male,74,210
Female,57,115
Female,64,130
Male,71,160
Female,69,-2
Male,68,140
Male,67,140
Female,65,130
Female,63,130
Female,59,90
Female,67,185
Male,70,165
Male,71,205
Male,70,140
Female,63,250
Male,71,230
Male,70,230
Female,62,125
Male,70,145
Male,73,150
Female,61,106
Female,62,115
Male,71,200
Male,68,135
Female,63,120
Male,72,155
Male,69,148
Male,69,130
Female,69,150
Female,65,-2
Female,66,117
Female,50,120
Male,69,158
Female,66,120
Male,67,150
Female,62,120
Male,66,145
Female,64,210
Female,66,130
Male,65,140
Female,59,130
Male,65,135
Male,65,126
Female,62,103
Male,72,130
Male,67,144
Female,67,200
Male,68,170
Female,65,135
Male,72,250
Female,61,160
Female,58,107
Male,69,160
Male,71,250
Male,76,170
Female,63,120
Male,67,140
Male,73,260
Male,73,165
Female,62,135
Female,65,140
Male,66,155
Female,63,125
Female,68,125
Female,69,150
Male,76,225
Female,61,97
Male,66,140
Male,71,130
Male,72,142
Female,63,216
Female,72,256
Male,77,186
Female,65,130
Female,68,160
Male,69,195
Female,65,238
Male,68,150
Male,67,145
Male,68,140
Female,70,173
Female,66,100
Female,66,160
Female,71,173
Male,71,195
Female,65,107
Male,71,160
Male,67,145
Female,66,168
Male,72,170
Female,69,127
Female,69,200
Male,72,165
Female,65,130
Male,69,127
Male,69,145
Female,64,115
Female,65,116
Male,66,225
Male,70,180
Female,63,125
Female,60,110
Female,62,130
Male,72,162
Male,70,145
Male,70,160
Male,67,140
Female,67,250
Male,67,140
Female,67,225
Female,66,175
Female,70,165
Female,66,168
Male,72,132
Female,66,105
Female,67,140
Female,64,165
Male,67,135
Male,66,190
Female,68,130
Female,67,215
Female,69,135
Male,78,223
Male,71,130
Male,73,170
Male,66,195
Female,65,115
Female,68,120
Male,62,170
Female,64,170
Male,71,180
Female,61,95
Male,72,130
Female,69,140
Female,63,135
Female,62,150
Female,62,120
Female,68,145
Male,69,165
Male,72,145
Female,64,130
Female,66,133
Female,64,130
Female,61,110
Female,66,180
Female,67,180
Female,62,115
Female,63,216
Female,62,115
Male,69,180
Female,67,190
Male,68,125
Female,60,95
Female,66,125
Male,69,165
Female,66,97
Female,63,200
Female,63,145
Male,72,180
Female,59,125
Male,72,190
Male,71,161
Male,72,175
Female,67,140
Female,64,96
Female,63,114
Female,67,127
Male,73,200
Female,67,130
Female,64,125
Female,65,180
Female,66,145
Male,75,196
Female,66,143
Male,74,160
Male,67,150
Male,71,175
Male,73,145
Male,75,240
Female,64,95
Male,74,155
Female,66,111
Female,65,110
Female,64,160
Male,74,227
Male,74,155
Female,63,110
Female,64,160
Male,67,200
Female,66,145
Female,63,120
Female,64,150
Male,69,160
Male,73,276
Female,65,134
Female,61,132
Female,64,120
Female,64,170
Female,69,190
Male,72,181
Male,78,200
Female,62,130
Male,64,180
Female,65,185
Male,73,205
Male,68,152
Male,67,150
Female,66,190
Male,68,175
Female,64,160
Female,59,130
Male,66,160
Female,62,195
Male,72,215
Male,68,142
Male,70,153
Male,72,150
Female,64,195
Female,66,150
Female,60,105
Male,74,150
Male,71,140
Female,60,115
Female,64,120
Female,65,125
Female,65,110
Female,64,120
Male,67,155
Female,68,125
Female,63,112
Female,67,120
Female,60,95
Male,70,175
Male,66,180
Male,70,160
Female,64,125
Male,67,145
Female,66,135
Female,62,215
Male,73,163
Male,68,140
Female,65,210
Female,66,130
Female,67,143
Male,64,125
Female,58,-2
Male,72,176
Male,77,150
Male,69,160
Male,70,156
Male,69,130
Male,69,150
Male,66,120
Male,66,245
Female,64,117
Female,69,275
Female,62,127
Female,66,201
Male,72,120
Female,62,99
Male,67,148
Female,66,105
Female,65,194
Female,68,160
Male,72,160
Female,65,220
Male,76,253
Male,73,220
Female,65,145
Male,72,135
Male,66,130
Male,73,170
Male,73,200
Male,71,180
Female,66,135
Female,65,135
Female,66,115
Female,63,103
Female,62,104
Male,73,260
Male,71,150
Male,69,135
Male,69,133
Male,69,130
Female,66,130
Female,67,125
Male,69,144
Female,71,150
Female,69,160
Male,72,170
Male,71,270
Female,57,135
Male,71,165
Female,66,-2
Male,70,175
Female,68,199
Female,62,103
Female,65,145
Female,61,107
Male,66,155
Male,69,175
Male,71,290
Male,66,120
Female,65,160
Male,69,235
Female,64,116
Male,73,190
Female,64,-2
Male,68,125
Male,67,145
Male,65,110
Female,58,110
Male,71,140
Male,72,245
Male,70,210
Female,64,125
Female,67,108
Male,70,125
Female,64,120
Female,66,130
Female,61,90
Male,63,133
Male,60,105
Male,73,170
Female,61,127
Female,63,162
Male,69,166
Male,71,140
Female,67,124
Female,67,128
Female,69,260
Male,66,130
Male,62,105
Male,68,300
Male,72,140
Female,64,155
Male,71,170
Male,70,215
Female,64,210
Male,73,125
Female,61,105
Male,69,130
Female,64,180
Female,63,130
Male,69,135
Female,68,205
Male,72,215
Female,68,200
Male,71,155
Female,66,125
Male,71,175
Male,66,130
Male,70,155
Male,68,205
Female,64,180
Male,68,130
Female,63,150
Male,71,185
Female,65,117
Female,68,135
Male,67,130
Male,68,-2
Male,69,155
Female,67,124
Male,72,220
Male,72,125
Female,62,130
Female,57,130
Female,70,147
Female,66,150
Female,62,125
Female,67,145
Female,66,190
Male,68,155
Female,63,110
Male,71,170
Female,65,119
Female,66,150
Male,67,155
Female,64,110
Male,69,115
Female,65,140
Male,72,185
Male,71,130
Female,67,125
Female,64,110
Female,64,190
Male,68,148
Female,67,165
Female,63,125
Female,60,-2
Male,65,123
Female,68,115
Male,74,165
Female,65,110
Female,70,126
Female,66,198
Female,66,175
Female,66,145
Female,65,98
Female,66,130
Male,71,155
Female,69,135
Female,64,100
Female,71,142
Male,73,145
Male,66,140
Male,70,195
Male,70,140
Female,67,200
Male,74,160
Female,65,155
Female,66,-1
Female,64,130
Male,75,173
Male,69,210
Male,72,160
Female,64,172
Male,69,140
Male,62,120
Female,63,98
Female,56,98
Female,59,115
Male,68,156
Female,66,110
Female,67,130
Female,64,120
Male,75,200
Male,71,155
Male,73,175
Male,68,126
Female,62,120
Female,63,240
Male,65,115
Female,63,140
Female,67,135
Male,73,140
Male,69,162
Male,69,132
Male,72,150
Female,65,119
Male,71,145
Male,62,125
Male,73,189
Female,66,134
Male,70,225
Male,75,240
Male,70,265
Female,67,145
Female,63,165
Female,64,105
Female,65,150
Male,69,138
Male,66,185
Male,70,155
Female,65,210
Female,73,-1
Male,70,160
Female,64,122
Male,74,185
Male,71,190
Male,72,200
Female,65,113
Male,71,165
Female,65,125
Female,64,125
Female,66,130
Female,66,125
Male,66,150
Female,63,120
Male,65,135
Male,70,130
Female,65,140
Male,75,175
Male,70,141
Male,72,135
Male,68,120
Female,65,107
Male,69,180
Male,68,155
Female,64,130
Female,65,113
Female,64,105
Male,72,165
Female,66,120
Male,70,130
Male,67,128
Female,60,109
Female,63,125
Male,67,135
Female,62,119
Female,68,155
Female,62,120
Female,64,130
Male,68,140
Male,73,165
Male,61,135
Female,68,155
Male,70,201
Female,64,135
Female,67,135
Female,63,145
Female,58,128
Male,67,210
Male,64,180
Male,63,200
Female,67,195
Male,68,150
Female,65,120
Female,62,110
Female,70,135
Male,71,-2
Male,68,150
Female,66,105
Female,63,120
Male,67,125
Male,63,140
Male,69,140
Female,66,125
Female,64,190
Male,60,100
Male,69,135
Female,67,180
Female,67,128
Female,62,120
Male,70,185
Female,66,125
Male,71,165
Female,62,115
Male,67,130
Female,67,125
Female,67,135
Male,74,160
Female,67,115
Male,75,172
Male,71,215
Male,67,120
Female,67,135
Male,72,145
Male,62,117
Female,70,200
Female,69,140
Male,75,185
Male,70,167
Male,68,140
Male,68,135
Female,64,150
Female,68,166
Female,66,110
Male,72,160
Male,67,135
Female,70,140
Male,72,180
Female,65,110
Female,62,125
Male,67,140
Female,68,137
Male,71,150
Female,66,140
Male,73,208
Male,74,135
Male,72,160
Female,71,190
Female,64,115
Male,73,233
Male,74,200
Female,69,140
Male,63,95
Male,71,150
Female,67,130
Female,66,128
Female,66,162
Female,62,115
Male,68,174
Male,71,150
Male,75,176
Male,71,165
Female,68,186
Male,68,160
Female,66,140
Female,66,100
Female,64,135
Female,64,120
Male,66,160
Female,62,120
Female,66,140
Female,61,125
Female,66,115
Female,67,135
Male,71,130
Female,70,160
Female,67,190
Female,66,140
Male,73,235
Female,62,99
Male,70,150
Male,72,200
Male,68,125
Female,63,110
Male,67,125
Male,71,129
Male,66,150
Female,60,95
Male,64,145
Male,74,204
Male,67,135
Female,62,170
Female,68,185
Male,70,170
Male,67,200
Male,66,135
Female,68,160
Female,66,125
Female,67,120
Male,68,150
Male,70,140
Male,74,145
Male,72,185
Female,63,-2
Female,68,165
Male,77,170
Male,72,185
Male,72,170
Male,71,195
Female,69,150
Female,63,125
Male,67,200
Male,66,120
Male,66,145
Female,63,115
Female,67,190
Female,69,-2
Female,62,110
Female,64,115
Male,69,150
Female,63,120
Male,72,140
Female,64,116
Female,62,110
Female,65,150
Female,63,105
Male,73,171
Female,66,110
Male,73,220
Male,66,130
Male,72,165
Male,72,210
Female,66,240
Female,67,155
Male,75,225
Male,69,145
Female,65,107
Male,67,125
Male,71,168
Male,66,103
Female,63,160
Male,65,185
Female,69,150
Female,66,120
Female,64,110
Male,68,155
Male,74,165
Male,70,190
Male,70,195
Female,61,120
Female,60,115
Female,64,115
Male,71,145
Male,68,140
Male,69,160
Male,68,126
Female,66,155
Male,69,130
Female,61,95
Male,72,200
Female,71,140
Female,64,182
Female,67,120
Male,63,125
Male,69,160
Female,64,110
Female,61,105
Female,67,135
Male,66,160
Female,66,125
Male,70,220
Male,72,175
Male,72,170
Female,64,107
Female,65,101
Female,67,150
Male,70,170
Male,80,165
Female,69,175
Male,69,140
Female,58,-2
Female,72,145
Female,65,150
Female,68,178
Female,74,145
Male,71,145
Male,67,130
Male,70,145
Male,67,130
Female,60,105
Female,66,137
Female,64,155
Female,64,116
Male,74,175
Male,73,185
Male,66,125
Male,73,170
Female,61,120
Male,72,190
Female,66,130
Female,64,133
Male,68,140
Female,60,118
Male,73,145
Female,60,106
Female,64,128
Female,62,104
Female,66,120
Male,75,190
Female,69,250
Female,67,120
Female,69,165
Female,68,145
Male,66,170
Female,66,140
Female,59,108
Male,68,157
Male,73,180
Female,62,104
Male,67,125
Male,69,147
Male,67,160
Male,74,210
Male,72,180
Female,65,127
Female,62,100
Male,70,145
Male,71,160
Male,68,130
Female,60,130
Female,67,128
Female,70,130
Male,71,225
Female,60,110
Male,69,185
Female,67,145
Female,67,150
Female,69,124
Male,70,200
Male,70,135
Male,71,160
Male,74,183
Male,72,190
Male,72,175
Female,63,125
Male,69,145
Female,64,110
Female,63,165
Male,73,175
Male,67,120
Female,56,105
Male,70,225
Female,63,-2
Female,65,165
Female,67,115
Male,67,110
Male,61,125
Male,77,200
Female,62,105
Female,66,207
Male,69,192
Male,70,200
Male,74,185
Female,64,180
Female,64,126
Female,64,115
Female,66,120
Male,65,125
Female,63,93
Male,71,105
Female,57,100
Female,61,143
Female,66,170
Female,63,105
Female,62,140
Female,61,105
Male,66,144
Male,62,125
Male,69,203
Female,65,120
Female,62,110
Female,61,105
Male,72,250
Female,62,-2
Male,68,153
Female,61,110
Male,71,135
Male,68,120
Male,70,180
Male,67,170
Male,73,174
Male,68,210
Male,67,175
Male,66,175
